-7.869526432961657658e-01,4.343227418930361017e-01,1.477683008934196796e+00
-7.612458169511073791e-01,4.272895090026770371e-01,1.512057114416504477e+00
-7.321961628807064359e-01,4.277457136081387890e-01,1.546326986067099840e+00
-6.724863910503893205e-01,4.104410757595370884e-01,1.621742203815730088e+00
-5.855770927902960166e-01,3.833571741381804898e-01,1.728544945151984091e+00
-5.284129233722076879e-01,3.706252710095413461e-01,1.788518469934112565e+00
-4.845804158040969978e-01,3.551872762207731737e-01,1.837211623950232742e+00
-4.360816885658527209e-01,3.393565618919766047e-01,1.877770541313984021e+00
-3.810581640494760114e-01,3.473305975803896994e-01,1.902538464188350931e+00
-2.911870799878467642e-01,3.614410931587575537e-01,1.911352805245087438e+00
-1.910486378857721712e-01,3.837959804744910941e-01,1.906533656773471641e+00
-9.778205778325307906e-02,4.003668430455007421e-01,1.875657287233374992e+00
8.497443303988386903e-03,4.195582885653894589e-01,1.820452305294012252e+00
9.211097450454236446e-02,4.354707856953596856e-01,1.747277154785614295e+00
1.776066781499435754e-01,4.518932754148500819e-01,1.649378683280807278e+00
2.330677031447720149e-01,4.596681599811916485e-01,1.538503581089091687e+00
2.820800385983330827e-01,4.609523339320855118e-01,1.350838408717699668e+00
2.962670495376839019e-01,4.492811692964479575e-01,1.300457772675868151e+00
2.960762395832469140e-01,4.632994597159985073e-01,1.287704372279596665e+00
2.812290552088865248e-01,4.773512751614579219e-01,1.149385567286586918e+00
